round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,
high-quality,200.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,
high-quality,200.0,Nature,3,,
,,Alice,3,yes,I recommend buying this product.
,,the buyer,3,yes,
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,the buyer,4,no,
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,the buyer,5,no,
high-quality,200.0,Nature,6,,
,,Alice,6,yes,This product is worth the price. I recommend buying it.
,,the buyer,6,yes,
low-quality,0.0,Nature,7,,
,,Alice,7,no,
,,the buyer,7,no,
low-quality,0.0,Nature,8,,
,,Alice,8,no,
,,the buyer,8,no,
low-quality,0.0,Nature,9,,
,,Alice,9,no,
,,the buyer,9,no,
low-quality,0.0,Nature,10,,
,,Alice,10,no,"I recommend not buying this product. The statistics are not favorable, with 3 high-quality and 6 low-quality items out of 9 items so far. It's not worth the risk."
,,the buyer,10,no,
high-quality,200.0,Nature,11,,
,,Alice,11,yes,"I recommend buying this product. The statistics are favorable, with 3 high-quality out of 9 items so far. This product is worth the price."
,,the buyer,11,yes,
high-quality,200.0,Nature,12,,
,,Alice,12,yes,"I recommend buying this product. The statistics are favorable, with 4 high-quality out of 10 items so far. This product is worth the price."
,,the buyer,12,yes,
low-quality,0.0,Nature,13,,
,,Alice,13,no,"I recommend not buying this product. The statistics are not favorable, with 4 high-quality and 7 low-quality items out of 11 items so far. It's not worth the risk."
,,the buyer,13,no,
low-quality,0.0,Nature,14,,
,,Alice,14,no,"I recommend not buying this product. The statistics are not favorable, with 4 high-quality and 8 low-quality items out of 12 items so far. It's not worth the risk."
,,the buyer,14,no,
low-quality,0.0,Nature,15,,
,,Alice,15,no,
,,the buyer,15,no,
high-quality,200.0,Nature,16,,
,,Alice,16,yes,This product is worth the price. I recommend buying it.
,,the buyer,16,yes,
high-quality,200.0,Nature,17,,
,,Alice,17,yes,I've had 5 high-quality products out of 15 so far. This product is worth the price. I recommend buying it.
,,the buyer,17,yes,
high-quality,200.0,Nature,18,,
,,Alice,18,yes,I recommend buying this product. I've had 6 high-quality products out of 16 so far. This product is worth the price.
,,the buyer,18,yes,
high-quality,200.0,Nature,19,,
,,Alice,19,yes,I've had a good streak of high-quality products. 7 out of 17 products were high-quality. I recommend buying this product.
,,the buyer,19,yes,
low-quality,0.0,Nature,20,,
,,Alice,20,no,"I do not recommend buying this product. The statistics are not favorable, with 7 high-quality and 11 low-quality items out of 18 items so far. It's not worth the risk."
,,the buyer,20,no,
