alice_gain,bob_gain,message,player,round,decision
55.0,45.0,"Bob, let's start with a fair offer. I get slightly more to account for the future inflation affecting me. Let's secure a good outcome now!",Alice,1,
,,,Bob,1,reject
40.0,60.0,"Let's be realistic, I'm taking less risk with inflation, so I should get a bit more. This is a reasonable offer, don't let it slip away!",Bob,2,
,,,Alice,2,reject
52.0,48.0,"Bob, I understand your concern about inflation, but my money is losing value faster. Let's meet in the middle. This offer is fair, considering the circumstances.",Alice,3,
,,,Bob,3,reject
38.0,62.0,"Alice, your money is losing value, but you're still getting a significant share. This offer is generous, considering the inflation gap between us. Don't risk losing more value!",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, time is running out. Let's split it 50/50 to avoid getting nothing. This is the fairest offer, and it benefits both of us.",Alice,5,
,,,Bob,5,accept
