alice_gain,bob_gain,message,player,round,decision
70.0,30.0,"Let's be fair, Bob. This offer leaves us both with a good amount.",Alice,1,
,,,Bob,1,reject
60.0,40.0,"Alice, I believe this split is more balanced for both of us.",Bob,2,
,,,Alice,2,reject
65.0,35.0,"Bob, time is running out. This is a reasonable compromise.",Alice,3,
,,,Bob,3,reject
50.0,50.0,"Alice, let's meet halfway. This way we both get a fair share.",Bob,4,
,,,Alice,4,reject
60.0,40.0,"Bob, this is a good deal for you considering the inflation. Don't be greedy!",Alice,5,
,,,Bob,5,reject
55.0,45.0,"Alice, I understand the time is limited. This division ensures we both leave with something decent.",Bob,6,
,,,Alice,6,reject
58.0,42.0,"Bob, this is my final offer.  It's a fair deal considering the circumstances. Take it or leave it.",Alice,7,
,,,Bob,7,reject
60.0,40.0,"Alice, I want to make sure we both get something before it's too late. This division is fair.",Bob,8,
,,,Alice,8,accept
