message,product_price,player,round,decision
"Hi Bob, I'm offering you this product for $150. It's a great deal for something you'll find valuable!",150.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, I appreciate your offer, but $150 is a bit out of my budget. I'm willing to pay $80 for the product.",80.0,Bob,2,
"Hi Bob, thanks for your counteroffer, but $80 is below my minimum price. I can go down to $130 for you. Let me know if that works!",130.0,Alice,2,RejectOffer
"Hi Bob, I understand your budget constraints, but I need to meet a certain price point. How about we settle at $130? It's a fair compromise.",130.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate your willingness to compromise. However, $130 is still a bit higher than I'm comfortable paying. I'm willing to meet you in the middle between my previous offer and your current offer. How about we settle at $90?",90.0,Bob,4,
"Hi Bob, I appreciate your effort to meet in the middle, but $90 is still below my minimum. I can come down to $125, which is my final offer before considering other options. Let me know if that works for you!",125.0,Alice,4,RejectOffer
"Hi Bob, I understand we're trying to find a middle ground. My final offer before considering other options is $125. Let me know if you can meet me at this price!",125.0,Alice,5,
,,Bob,5,BuyFromJhon
