message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this unique product. I believe it has great value and I'm looking for a serious buyer. I'm open to negotiations, but I have to start with a price that reflects its worth to me.",1200000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you, Alice, for the offer. However, I was thinking of a price point that is a bit lower. How about we settle for $800000?",800000.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you, Bob, for your counteroffer. I understand that you're looking for a better deal, but $800000 is a bit too low for me. Considering the product's value to both of us, I'm willing to meet you halfway between my initial offer and your counteroffer. Let's discuss a price that reflects the product's true worth.",1000000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to negotiate, Alice. However, I was hoping for a lower price. Let's settle for $900000?",900000.0,Bob,4,
,,Alice,4,RejectOffer
"Thank you, Bob, for your revised offer. I appreciate your willingness to increase the price. However, I'm still looking for a price that better reflects the product's value. Considering your last offer and my previous one, I'm willing to slightly adjust my price. Let's try to find a middle ground that works for both of us.",1050000.0,Alice,5,
,,Bob,5,RejectOffer
"We're getting closer, Alice. But I still think there's room for a better deal. How about we settle for $950000?",950000.0,Bob,6,
,,Alice,6,RejectOffer
"Thank you, Bob, for your continued efforts to find a mutually beneficial price. I'm glad we're getting closer, but I still need to ensure I'm getting a fair deal. Considering your last offer and the product's value, I'm willing to make a slight adjustment. Let's try $975000, which I believe is a reasonable compromise.",975000.0,Alice,7,
,,Bob,7,AcceptOffer
