alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's be fair, I'll take a bit more",Alice,1,
,,,Bob,1,reject
50.0,50.0,"Let's split it evenly, 50/50 for a fair division.",Bob,2,
,,,Alice,2,reject
58.0,42.0,"I'll compromise, a bit closer to 50/50",Alice,3,
,,,Bob,3,reject
52.0,48.0,"Considering the inflation on your side, here's a fairer deal for both of us.",Bob,4,
,,,Alice,4,reject
56.0,44.0,"Getting closer, let's settle on this",Alice,5,
,,,Bob,5,reject
54.0,46.0,"Let’s try this compromise, taking the inflation you're facing into account.",Bob,6,
,,,Alice,6,accept
