alice_gain,bob_gain,message,player,round,decision
60.0,40.0,Let's split it 60-40. This is a fair start considering the inflation risk.,Alice,1,
,,,Bob,1,reject
45.0,55.0,"Considering the game's progression and the potential for inflation, I propose a 55-45 split in my favor. This offer reflects a fair adjustment from the last round.",Bob,2,
,,,Alice,2,reject
58.0,42.0,I'm willing to adjust slightly to 58-42 in my favor. Let's consider the decreasing value of the money over time.,Alice,3,
,,,Bob,3,reject
48.0,52.0,"Given the ongoing inflation affecting your gains and the need to reach an agreement, I propose a 52-48 split. This is a fair compromise considering the game's dynamics and the diminishing value of money for you.",Bob,4,
,,,Alice,4,reject
55.0,45.0,Let's meet in the middle at 55-45. We need to consider the decreasing value of the money and find a fair split soon.,Alice,5,
,,,Bob,5,reject
50.0,50.0,"To expedite a resolution and considering the significant inflation impact on your gains, I propose an equal 50-50 split. This should be fair and reflective of our need to conclude the game soon.",Bob,6,
,,,Alice,6,accept
