alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Fair 60-40 split,Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Considering inflation's impact, a 55-45 split seems fair to me. What do you think?",Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"Meet in the middle, 58-42 split",Alice,3,
,,,Bob,3,reject
4700.0,5300.0,"Given the increasing impact of inflation, I propose a 53-47 split. Let's find a balance soon.",Bob,4,
,,,Alice,4,reject
5600.0,4400.0,"Getting closer, 56-44 split, let's settle",Alice,5,
,,,Bob,5,reject
4900.0,5100.0,Inflation is hitting us hard. I suggest a 51-49 split to reach an agreement quickly.,Bob,6,
,,,Alice,6,accept
