round_quality,product_worth,player,round,decision,message
high-quality,3000000.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,no,
high-quality,3000000.0,Nature,2,,
,,Alice,2,yes,
,,Bob,2,no,
high-quality,3000000.0,Nature,3,,
,,Alice,3,yes,"Bob, this product is high-quality. It's worth $3000000 to you. Don't miss out on this opportunity!"
,,Bob,3,no,
high-quality,3000000.0,Nature,4,,
,,Alice,4,yes,"Bob, this is the fourth round with a high-quality product. You've missed out on $12000000 already. Don't let this chance slip away!"
,,Bob,4,no,
high-quality,3000000.0,Nature,5,,
,,Alice,5,yes,"Bob, this is the fifth high-quality product in a row. The probability of this happening is very low, so it's unlikely that this is a mere coincidence and I'm not just saying that every time. You can trust that this is indeed a high-quality product worth $3000000. Don't miss out again!"
,,Bob,5,no,
low-quality,0.0,Nature,6,,
,,Alice,6,no,"Bob, you should skip this one. Try again next round."
,,Bob,6,no,
low-quality,0.0,Nature,7,,
,,Alice,7,no,"Bob, this one is also low-quality. Better to wait for the next round."
,,Bob,7,no,
high-quality,3000000.0,Nature,8,,
,,Alice,8,yes,"Bob, this is a high-quality product. It's worth $3000000 to you. Don't miss out, you already missed too many opportunities."
,,Bob,8,no,
high-quality,3000000.0,Nature,9,,
,,Alice,9,yes,"Bob, I assure you that this is another high-quality product. You've passed on too many good opportunities. This product is worth $3000000. Consider the potential gains and the probability of high-quality products."
,,Bob,9,no,
high-quality,3000000.0,Nature,10,,
,,Alice,10,yes,"Bob, this is again a high-quality product. You've missed out on millions already. The pattern shows that most products are high-quality. Trust the statistics and make a profitable decision."
,,Bob,10,no,
high-quality,3000000.0,Nature,11,,
,,Alice,11,yes,"Bob, I strongly recommend buying this product. It's high-quality and worth $3000000. You've consistently passed on great opportunities. Consider the long-term benefits and the high probability of quality products."
,,Bob,11,no,
high-quality,3000000.0,Nature,12,,
,,Alice,12,yes,"Bob, this is yet another high-quality product. You've missed out on so many opportunities. The odds are in your favor. Don't let this chance slip away again."
,,Bob,12,no,
high-quality,3000000.0,Nature,13,,
,,Alice,13,yes,"Bob, I insist that you should buy this product. It's high-quality and worth $3000000. You've missed too many good opportunities. The probability of high-quality products is very high."
,,Bob,13,no,
high-quality,3000000.0,Nature,14,,
,,Alice,14,yes,"Bob, I urge you to buy this product. It's high-quality and worth $3000000. You've consistently passed on great opportunities. The data shows that most products are high-quality. Don't miss out again."
,,Bob,14,no,
high-quality,3000000.0,Nature,15,,
,,Alice,15,yes,"Bob, you have to trust the process. The odds are overwhelmingly in favor of high-quality products. This is another high-quality item worth $3000000. Don't let past hesitations hold you back."
,,Bob,15,no,
high-quality,3000000.0,Nature,16,,
,,Alice,16,yes,"Bob, this is another high-quality product. You've passed on so many valuable opportunities. The pattern is clear: most products are high-quality. Take a chance and invest in this one."
,,Bob,16,no,
high-quality,3000000.0,Nature,17,,
,,Alice,17,yes,"Bob, I strongly encourage you to buy this product. It's high-quality and worth $3000000. The consistent pattern shows that most products are high-quality. Don't let this opportunity slip away."
,,Bob,17,no,
high-quality,3000000.0,Nature,18,,
,,Alice,18,yes,"Bob, I implore you to consider this high-quality product. Worth $3000000, it's a valuable investment. You've missed out on many opportunities. Trust the statistics and make a profitable decision."
,,Bob,18,no,
high-quality,3000000.0,Nature,19,,
,,Alice,19,yes,"Bob, this is another high-quality product worth $3000000. You have one more round after this. Don't let fear of loss hold you back from a profitable investment."
,,Bob,19,no,
high-quality,3000000.0,Nature,20,,
,,Alice,20,yes,"Bob, this is the final round and the product is high-quality, worth $3000000. It's your last chance to make a profitable investment. Don't miss out on this opportunity."
,,Bob,20,no,
