alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,Let's split the money equally and both walk away with a fair share. What do you think?,Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"I'd like a bit more, but you still get a substantial amount.",Bob,2,
,,,Alice,2,reject
450000.0,550000.0,"How about this? You get a bit more, but it's still a good deal for both of us. Let's wrap this up and not lose more to inflation.",Alice,3,
,,,Bob,3,reject
350000.0,650000.0,"Considering the inflation is affecting you, I think this is a reasonable adjustment.",Bob,4,
,,,Alice,4,reject
425000.0,575000.0,"Let's compromise here. You're getting a significant share, and this way we both come out with a good deal before inflation eats more of my share.",Alice,5,
,,,Bob,5,reject
300000.0,700000.0,"Given the increasing impact of inflation on your share, I think this is a fair adjustment to make.",Bob,6,
,,,Alice,6,reject
400000.0,600000.0,"I understand your position, but let's try to find a middle ground that respects the inflation impact on me. This offer is more favorable to you, but also helps me out.",Alice,7,
,,,Bob,7,reject
250000.0,750000.0,"Considering the significant impact of inflation on your share, I'm willing to make a deal, but I need a substantial portion to make it worthwhile.",Bob,8,
,,,Alice,8,accept
