alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,I propose a 60/40 split in my favor.  This is a reasonable starting point considering the faster rate of inflation for me.,Alice,1,
,,,Bob,1,reject
450000.0,550000.0,"Considering the inflation rates, I think a 55/45 split is more reasonable. It's still a better deal for you than if we keep going.",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"I'm adjusting my offer slightly. 55/45 split, acknowledging the inflation, but still prioritizing my disadvantage with the faster rate.",Alice,3,
,,,Bob,3,reject
420000.0,580000.0,"Given the increasing impact of inflation, especially on your side, I think a 58/42 split is more suitable. It's time to make a deal before the money loses more value.",Bob,4,
,,,Alice,4,reject
520000.0,480000.0,The money is shrinking fast. 52/48.  This is a serious offer.,Alice,5,
,,,Bob,5,accept
