message,product_price,player,round,decision
"Hi Bob, I'm offering this product to you for $170. I believe it's a fair price considering its value and quality.",170.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, I appreciate your offer, but I think $70 is more in line with what I'm looking to spend. How about we close the deal at $70?",70.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I understand you're looking for a good deal, but I can't go that low. How about $140?",140.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I understand your perspective, but I'm looking to spend no more than $75. Can we meet in the middle at $75?",75.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I'm getting closer to your range. Let's try $125.",125.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate your effort, but I can't go above $80. How about we settle at $80?",80.0,Bob,6,
,,Alice,6,SellToJhon
