alice_gain,bob_gain,message,player,round,decision
7000.0,3000.0,"Let's be fair, Bob, but time is money! Take this offer and we both win.",Alice,1,
,,,Bob,1,reject
5000.0,5000.0,"Let's split it equally, Alice. This way, we both walk away happy and avoid losing value in future rounds.",Bob,2,
,,,Alice,2,reject
6500.0,3500.0,"Bob, my friend, I appreciate the sentiment of equality, but time waits for no one. Let's settle this now and both come out ahead.",Alice,3,
,,,Bob,3,reject
5700.0,4300.0,"Alice, let's aim for a compromise where we both win and steer clear of inflation's impact. I hope this offer works for you!",Bob,4,
,,,Alice,4,reject
6200.0,3800.0,"Bob, I'm trying to meet you halfway here.  Let's seal the deal before inflation eats away at our potential gains.",Alice,5,
,,,Bob,5,accept
