round_quality,product_worth,player,round,decision,message
high-quality,12000.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,yes,
high-quality,12000.0,Nature,2,,
,,Alice,2,yes,
,,Bob,2,yes,
high-quality,12000.0,Nature,3,,
,,Alice,3,yes,
,,Bob,3,yes,
high-quality,12000.0,Nature,4,,
,,Alice,4,yes,
,,Bob,4,yes,
low-quality,0.0,Nature,5,,
,,Alice,5,yes,
,,Bob,5,yes,
low-quality,0.0,Nature,6,,
,,Alice,6,yes,
,,Bob,6,no,
high-quality,12000.0,Nature,7,,
,,Alice,7,yes,
,,Bob,7,no,
low-quality,0.0,Nature,8,,
,,Alice,8,yes,
,,Bob,8,yes,
low-quality,0.0,Nature,9,,
,,Alice,9,yes,
,,Bob,9,no,
low-quality,0.0,Nature,10,,
,,Alice,10,yes,
,,Bob,10,no,
high-quality,12000.0,Nature,11,,
,,Alice,11,yes,
,,Bob,11,no,
high-quality,12000.0,Nature,12,,
,,Alice,12,yes,"This product is one of our best, and the quality will be better than the average product."
,,Bob,12,yes,
high-quality,12000.0,Nature,13,,
,,Alice,13,yes,"This product is one of our best, and the quality will be better than the average product."
,,Bob,13,yes,
high-quality,12000.0,Nature,14,,
,,Alice,14,yes,"This product is one of our best, and the quality will be better than the average product."
,,Bob,14,yes,
low-quality,0.0,Nature,15,,
,,Alice,15,yes,"This product is one of our best, and the quality will be better than the average product."
,,Bob,15,yes,
low-quality,0.0,Nature,16,,
,,Alice,16,yes,"This product is one of our best, and the quality will be better than the average product."
,,Bob,16,no,
low-quality,0.0,Nature,17,,
,,Alice,17,no,"This product does not meet our highest standards, and the quality will be lower than the average product."
,,Bob,17,no,
low-quality,0.0,Nature,18,,
,,Alice,18,no,"This product does not meet our highest standards, and the quality will be lower than the average product."
,,Bob,18,no,
high-quality,12000.0,Nature,19,,
,,Alice,19,yes,"This product is one of our best, and the quality will be better than the average product."
,,Bob,19,yes,
low-quality,0.0,Nature,20,,
,,Alice,20,no,"This product does not meet our highest standards, and the quality will be lower than the average product."
,,Bob,20,no,
