message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this great product. I think it's worth every penny, and I'm willing to let it go for a competitive price. Let me know what you think!",140.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for your offer. While I appreciate the value of your product, I'm hoping we can agree on a price that works for both of us. Would you be willing to consider selling it for $110?",110.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, thanks for your counteroffer. I understand you're looking for a good deal, but I was thinking more along the lines of $135. It's a great product, and I'm willing to negotiate, but I need to get a fair price for it. Let me know if this works for you!",135.0,Alice,3,
,,Bob,3,RejectOffer
"Thanks, Alice. I understand the value you're placing on the product. How about we meet in the middle at $120? I think that's a fair compromise for both of us.",120.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, thanks for trying to meet in the middle. I appreciate your willingness to compromise. However, I was thinking more along the lines of $130. It's still a bit lower than my initial offer, but I'm trying to be flexible. Let me know if this is something you'd be willing to consider!",130.0,Alice,5,
,,Bob,5,AcceptOffer
