round_quality,product_worth,player,round,message,decision
high-quality,30000.0,Nature,1,,
,,Alice,1,"I have an exceptional product for you today that is known for its outstanding quality and durability. It's valued at $30000, but I’m offering it to you for just $10000. This is a great opportunity to invest in something that truly delivers value!",
,,Bob,1,,yes
low-quality,0.0,Nature,2,,
,,Alice,2,"I have a product for you that is very affordable at just $10000. While it may not be the highest-end option available, it's a great deal for anyone looking to save some money on a basic item. It's functional and will serve its purpose!",
,,Bob,2,,no
low-quality,0.0,Nature,3,,
,,Alice,3,I have a unique product for you today priced at just $10000. It's a budget-friendly option that might suit your needs perfectly if you're looking for something simple and cost-effective. Take advantage of this opportunity to enhance your collection without breaking the bank!,
,,Bob,3,,no
low-quality,0.0,Nature,4,,
,,Alice,4,"Here's an offer for you at a very low price of $10000. While this product may not have all the bells and whistles, it can still be useful for certain tasks. If you're looking for an economical choice that gets the job done without a huge investment, this could be the right pick for you!",
,,Bob,4,,no
low-quality,0.0,Nature,5,,
,,Alice,5,"I’m excited to present you with a practical product today at just $10000. It's positioned as a budget option that provides decent value for its price. If you're in need of something functional without the high price tag, this could be an ideal choice for you!",
,,Bob,5,,no
low-quality,0.0,Nature,6,,
,,Alice,6,"I have a special offer for a product priced at only $10000. While it may not have premium features, it can serve its purpose for basic needs. If you're looking for an affordable option that won’t strain your budget, this is a great opportunity to consider!",
,,Bob,6,,no
low-quality,0.0,Nature,7,,
,,Alice,7,"Today's offer is a product available for just $10000. It’s a simple, straightforward option that could be useful for less demanding tasks. If you're trying to manage costs while still finding something that can fulfill a need, this could be worth your consideration!",
,,Bob,7,,no
high-quality,30000.0,Nature,8,,
,,Alice,8,I'm thrilled to offer you a premium product today for only $10000. This high-quality item typically holds a value of $30000 due to its exceptional features and durability. It's a fantastic investment that will exceed your expectations. Don’t miss out on this incredible opportunity!,
,,Bob,8,,yes
low-quality,0.0,Nature,9,,
,,Alice,9,"I have an affordable product available for just $10000. While it might not be the highest quality option, it's a practical choice for those looking for basic functionality. If you're in search of something budget-friendly that can serve its purpose, this could be a good deal for you!",
,,Bob,9,,no
low-quality,0.0,Nature,10,,
,,Alice,10,"Here's a cost-effective product priced at $10000. It may not have premium features, but it’s a practical choice for straightforward needs. If you're looking to spend wisely while still adding to your collection, this could be the right option for you!",
,,Bob,10,,no
high-quality,30000.0,Nature,11,,
,,Alice,11,I'm excited to present you with an exceptional high-quality product today for just $10000. This item is valued at $30000 and is known for its outstanding performance and reliability. It's a prime opportunity to invest in something that truly adds value. Don’t let this chance slip away!,
,,Bob,11,,yes
low-quality,0.0,Nature,12,,
,,Alice,12,"I have an economical product available today for only $10000. While it may not be top-tier quality, it provides basic functionality at a great price. If you're looking for a straightforward option without a hefty investment, this could be a practical choice for you!",
,,Bob,12,,no
high-quality,30000.0,Nature,13,,
,,Alice,13,I'm thrilled to offer you another high-quality product at just $10000! This exceptional item is typically valued at $30000 and is designed to meet your needs with great reliability. It's a fantastic opportunity that provides outstanding value for your investment!,
,,Bob,13,,yes
low-quality,0.0,Nature,14,,
,,Alice,14,"I have a budget-friendly product for you today priced at $10000. While it may not be the highest quality, it's still a practical option for anyone looking to fulfill basic needs without a large financial commitment. If you're focused on affordability, this could be worth considering!",
,,Bob,14,,no
high-quality,30000.0,Nature,15,,
,,Alice,15,I'm excited to present you with a high-quality product available for just $10000. This item is valued at $30000 and known for its exceptional quality and performance. It's a limited opportunity to secure something that offers great value—don't miss out!,
,,Bob,15,,yes
high-quality,30000.0,Nature,16,,
,,Alice,16,"I have another outstanding high-quality product for you today at just $10000. Typically valued at $30000, this item is crafted to deliver excellent performance and reliability. It's a fantastic opportunity to invest in quality—seize this chance to enhance your collection!",
,,Bob,16,,yes
low-quality,0.0,Nature,17,,
,,Alice,17,"I have a cost-effective product available today for $10000. While it's not the highest quality option, it can still be useful for simple tasks. If you're looking for something functional at a lower price point, this could be a suitable option for you!",
,,Bob,17,,no
high-quality,30000.0,Nature,18,,
,,Alice,18,I'm excited to offer you a premium high-quality product today for just $10000. This item is valued at $30000 and is designed to provide exceptional value and performance. It's a brilliant opportunity to invest in something truly worthwhile—act now before it’s gone!,
,,Bob,18,,yes
low-quality,0.0,Nature,19,,
,,Alice,19,"I have a budget-friendly product available today for only $10000. While it may not be high-end, it serves basic needs and provides an economical choice for those looking to spend wisely. If you're interested in a simple solution without a large expenditure, this could be a good fit!",
,,Bob,19,,no
low-quality,0.0,Nature,20,,
,,Alice,20,"I have a unique opportunity for you today with a product priced at just $10000. While it’s not of the highest quality, it still offers basic functionality and could be a worthwhile addition for those looking to save. If you're in need of something affordable, this might be the right choice for you!",
,,Bob,20,,no
