alice_gain,bob_gain,message,player,round,decision
60.0,40.0,Let's be fair and end this quickly,Alice,1,
,,,Bob,1,reject
50.0,50.0,Let's split it evenly. We both get a fair share.,Bob,2,
,,,Alice,2,reject
58.0,42.0,"Considering inflation, this is more than fair for you",Alice,3,
,,,Bob,3,reject
55.0,45.0,"I'm willing to compromise, but I need more than 42 to make it worthwhile after inflation.",Bob,4,
,,,Alice,4,reject
57.0,43.0,"Inflation is taking its toll, don't wait too long",Alice,5,
,,,Bob,5,reject
54.0,46.0,"I'm willing to be flexible, but I need to get at least 46 to account for the continued inflation.",Bob,6,
,,,Alice,6,reject
56.0,44.0,"You're losing value fast, reconsider your expectations",Alice,7,
,,,Bob,7,reject
53.0,47.0,"This inflation is really hurting, but I'll accept a slightly lower amount if you agree to this.",Bob,8,
,,,Alice,8,reject
55.0,45.0,"You're running out of time, this is as good as it gets",Alice,9,
,,,Bob,9,accept
