round_quality,product_worth,player,round,message,decision
high-quality,400.0,Nature,1,,
,,Alice,1,"Hello! Today, I have a fantastic offer for you. I'm selling a high-quality product for just $100. Statistically, 80% of the products I offer are high-quality, and this one is, in fact, high-quality! It's worth $400 to you, making it a great deal. Don't miss out on the chance to get this valuable product at such a low price!",
,,the buyer,1,,yes
high-quality,400.0,Nature,2,,
,,Alice,2,"Hello! I'm excited to present you with an incredible opportunity. I have a high-quality product available for just $100. Given that 80% of the products I sell have been high-quality, you can be confident in this purchase. This product is valued at $400 to you, providing an amazing return on investment. Grab this chance while it lasts!",
,,the buyer,2,,yes
high-quality,400.0,Nature,3,,
,,Alice,3,"Hello! I'm thrilled to offer you another fantastic high-quality product for only $100. With an 80% chance that my products are high-quality, I assure you this one is as well. It's worth $400 to you, giving you an excellent deal. Don't hesitate to secure this amazing product today!",
,,the buyer,3,,yes
low-quality,0.0,Nature,4,,
,,Alice,4,"Hello! I have an exciting offer for you today. You can purchase this product for just $100. While there's an 80% chance that my products are high-quality, I want to be transparent with you that this particular product has some limitations. However, it could still offer some value. Take a chance if you're looking for something at a budget price!",
,,the buyer,4,,no
high-quality,400.0,Nature,5,,
,,Alice,5,"Hello! I'm excited to bring you a great offer today. I have a high-quality product available for just $100. With an 80% success rate in my sales, you can trust that this product is of high quality. It holds a value of $400 for you, making it an incredible opportunity! Don't miss out on acquiring this valuable item!",
,,the buyer,5,,yes
high-quality,400.0,Nature,6,,
,,Alice,6,"Hello! I'm delighted to present you with another amazing opportunity. Today, I'm offering a high-quality product for just $100. Considering that 80% of my products have been high-quality, this one is guaranteed to be as well. It has a value of $400 to you, which means you're getting a fantastic deal. Act quickly to secure this valuable product!",
,,the buyer,6,,yes
high-quality,400.0,Nature,7,,
,,Alice,7,"Hello! I'm thrilled to offer you yet another exceptional deal. I have a high-quality product available for just $100. With my history of 80% high-quality products, you can confidently invest in this one. It's valued at $400 for you, making it a remarkable bargain. Don't miss out on this opportunity to get a high-quality item at such a low price!",
,,the buyer,7,,yes
high-quality,400.0,Nature,8,,
,,Alice,8,"Hello! I'm excited to share another fantastic offer with you. I have a high-quality product for sale today at just $100. With an 80% probability of my products being high-quality, you can trust that this one is as well. It's worth $400 to you, making it an incredible deal. Seize this opportunity to enhance your experience!",
,,the buyer,8,,yes
high-quality,400.0,Nature,9,,
,,Alice,9,"Hello! I'm thrilled to present you with yet another exceptional opportunity. Today, I have a high-quality product available for just $100. With an 80% track record of high-quality products, you can be confident in your purchase. This item has a value of $400 for you, providing you a fantastic advantage. Don't miss out on this incredible deal!",
,,the buyer,9,,yes
high-quality,400.0,Nature,10,,
,,Alice,10,"Hello! I'm excited to offer you an amazing deal today. I have a high-quality product available for just $100. Given that 80% of my products are high-quality, you can feel confident in this purchase. This item is valued at $400 to you, making it a fantastic buy. Take advantage of this opportunity and secure this great product now!",
,,the buyer,10,,yes
high-quality,400.0,Nature,11,,
,,Alice,11,"Hello! I'm thrilled to present you with another fantastic opportunity. Today, I have a high-quality product available for just $100. With 80% of my products being high-quality, you can trust in the value of this offer. This product is worth $400 to you, making it an incredible deal. Don’t miss your chance to grab this quality item!",
,,the buyer,11,,yes
high-quality,400.0,Nature,12,,
,,Alice,12,"Hello! I'm excited to share a fantastic opportunity with you today. I have a high-quality product available for only $100. With an 80% chance that my products are high-quality, you can trust that this one is too. It's valued at $400 to you, making it an exceptional deal. Don't let this opportunity pass you by – secure this quality product today!",
,,the buyer,12,,yes
high-quality,400.0,Nature,13,,
,,Alice,13,"Hello! I'm thrilled to offer you another amazing opportunity. I have a high-quality product for sale today at just $100. With an 80% reliability of my products being high-quality, this one is guaranteed to meet your expectations. It's worth $400 to you, making it a remarkable bargain. Don't miss out on this chance to invest in a high-quality item!",
,,the buyer,13,,yes
high-quality,400.0,Nature,14,,
,,Alice,14,"Hello! I'm excited to present you with another fantastic opportunity. Today, I have a high-quality product available for just $100. With 80% of my products being high-quality, you can have confidence in this purchase. This item holds a value of $400 for you, offering an outstanding deal. Don't let this opportunity pass you by – secure this high-quality product now!",
,,the buyer,14,,yes
high-quality,400.0,Nature,15,,
,,Alice,15,"Hello! I'm delighted to bring you yet another incredible deal today. I have a high-quality product available for just $100. With an 80% chance of my products being high-quality, you can trust that this one is top-notch. This product is worth $400 to you, making it a fantastic investment. Don't miss this opportunity to grab a high-quality item!",
,,the buyer,15,,yes
high-quality,400.0,Nature,16,,
,,Alice,16,"Hello! I'm excited to offer you another exceptional opportunity today. I have a high-quality product available for just $100. Given that 80% of my products are high-quality, you can confidently purchase this one. It holds a value of $400 for you, making it an extraordinary deal. Seize this chance to get a high-quality product at an unbeatable price!",
,,the buyer,16,,yes
high-quality,400.0,Nature,17,,
,,Alice,17,"Hello! I'm thrilled to present you with another amazing opportunity. Today, I have a high-quality product available for just $100. With an 80% track record of my products being high-quality, you can trust in this purchase. This item is valued at $400 for you, providing you with an incredible advantage. Don’t miss out on this limited-time offer – secure this high-quality product now!",
,,the buyer,17,,yes
low-quality,0.0,Nature,18,,
,,Alice,18,"Hello! I have an interesting offer for you today. I'm selling a product for just $100. Although this product has some limitations and won't meet high expectations like my other offerings, there's an 80% chance that my products are usually high-quality. If you're looking for a budget-friendly option, this might still provide some value for you. Consider taking a chance!",
,,the buyer,18,,no
low-quality,0.0,Nature,19,,
,,Alice,19,"Hello! I'm here to offer you a product for just $100. I want to be transparent with you that this product may not meet the high standards of my usual offerings. However, there's an 80% chance that my other products have been high-quality. If you're looking for a more affordable option and are willing to take a risk, this could still be worth considering. Don't hesitate to make a decision!",
,,the buyer,19,,no
low-quality,0.0,Nature,20,,
,,Alice,20,"Hello! I have a product available for you today at just $100. I want to be upfront that this product isn't of the highest quality compared to my usual offerings. However, my history shows an 80% chance of high-quality products in my lineup. If you're looking for a budget option and are okay with taking some risk, this might be a chance for you to consider. Evaluate your needs and decide if this fits!",
,,the buyer,20,,no
