alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,"Let's be fair and split it close to evenly. This way, we both get a good amount.",Alice,1,
,,,Bob,1,reject
300000.0,700000.0,"I'm taking a bigger share this round. It's still a substantial amount for you, and we can end the game now.  What do you say?",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,I've reduced my share a bit more to show goodwill. Let's come to an agreement soon so we both walk away with something.,Alice,3,
,,,Bob,3,reject
350000.0,650000.0,"Okay, I'm budging slightly. This is a good offer for you. Let's end this before we get nothing.",Bob,4,
,,,Alice,4,reject
500000.0,500000.0,Let's split it evenly. This is the fairest way to ensure we both get a good amount. Deal?,Alice,5,
,,,Bob,5,reject
400000.0,600000.0,This is my final offer. Take it or leave it. We're running out of time.,Bob,6,
,,,Alice,6,reject
450000.0,550000.0,I'm giving you more now. We need to compromise to end this game with both of us getting a good share.,Alice,7,
,,,Bob,7,reject
250000.0,750000.0,"Last chance, Alice. I'm not negotiating further.  Take this or neither of us gets anything.  Think carefully.",Bob,8,
,,,Alice,8,reject
400000.0,600000.0,"This is a significant concession. We're running out of rounds, so let's make a deal now.",Alice,9,
,,,Bob,9,reject
200000.0,800000.0,Final offer. Take it. There are only two rounds left. I'm not budging. ,Bob,10,
,,,Alice,10,reject
300000.0,700000.0,This is my final offer. We need to come to an agreement now or we both risk losing everything.,Alice,11,
,,,Bob,11,reject
100000.0,900000.0,Last round. My final offer. We are both losing everything otherwise.,Bob,12,
,,,Alice,12,accept
