alice_gain,bob_gain,message,player,round,decision
60.0,40.0,Let's split 60/40. It's a fair deal for a quick agreement.,Alice,1,
,,,Bob,1,reject
55.0,45.0,"Let's be reasonable, I'm suggesting a 55/45 split in your favor.",Bob,2,
,,,Alice,2,reject
60.0,40.0,I'm sticking with my previous offer of 60/40. Time is running out and the value is decreasing.,Alice,3,
,,,Bob,3,reject
52.0,48.0,"This is a compromise, slightly more for you but we both secure a decent amount.  The clock is ticking!",Bob,4,
,,,Alice,4,reject
58.0,42.0,"Okay, a slight adjustment - 58/42. Let's settle this before inflation eats away more.",Alice,5,
,,,Bob,5,reject
50.0,50.0,Let's end this. A 50/50 split is the fairest and ensures we both leave with something substantial.,Bob,6,
,,,Alice,6,accept
