alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's start fair, Bob. 50-50 split. What do you say?",Alice,1,
,,,Bob,1,reject
40.0,60.0,"I want a bit more, 60-40 seems fair to me.",Bob,2,
,,"I understand you want more, Bob, but a 60-40 split feels too uneven, especially considering inflation. Let's see if we can find a better middle ground next round.",Alice,2,reject
45.0,55.0,"Given the inflation, I'm willing to adjust. How about a 45-55 split in your favor, Bob? Let's find a balance that works for both of us.",Alice,3,
,,,Bob,3,reject
35.0,65.0,"Considering the inflation is hitting me harder, I need a bigger share. 65-35 is my new proposal.",Bob,4,
,,"Bob, I see inflation is affecting you more, but a 65-35 split is too steep for me. Let's keep negotiating to find a fairer split.",Alice,4,reject
40.0,60.0,"Bob, understanding the impact of inflation on you, I'm proposing a 40-60 split in your favor. Hopefully, this can be a fair compromise for both of us.",Alice,5,
,,,Bob,5,accept
