alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's split it 60/40, a fair start!",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,Let's split it 55/45. It's fair considering the money is losing value for me.,Bob,2,
,,,Alice,2,reject
6500.0,3500.0,"Inflation is eating into your share, let's settle before it's too late!",Alice,3,
,,,Bob,3,reject
4750.0,5250.0,"I understand your position, but I'm already losing value. I propose 5250 for me and 4750 for you.",Bob,4,
,,,Alice,4,reject
5800.0,4200.0,"Last chance, Bob! Inflation is killing your share, let's wrap this up!",Alice,5,
,,,Bob,5,accept
