message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this unique product. I believe it has tremendous value, and I'm looking for a serious buyer. I'm starting with a price that reflects its worth.",5000000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for your offer, Alice. While I understand the value you place on this product, I have a limited budget. I'm willing to offer $900000 for it.",900000.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your offer, Bob. I understand that you have a budget in mind, but I still believe the product is worth more than $900000. I'm willing to negotiate and find a mutually beneficial price. I'll meet you halfway between my initial offer and your counteroffer.",4500000.0,Alice,3,
,,Bob,3,RejectOffer
"Thank you for considering a reduction, Alice. To move closer to a deal within my budget constraints, I can offer $1000000 for the product.",1000000.0,Bob,4,
,,Alice,4,RejectOffer
"Thank you for your revised offer, Bob. I appreciate your willingness to increase your bid to $1000000. However, I'm still convinced that the product's value exceeds this amount. I'm willing to make a significant concession to facilitate a deal, but I need to see a bit more movement from your side. I'll reduce my price, but not to $1000000 just yet.",2000000.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your willingness to lower the price, Alice. To try and reach common ground, I'd like to offer $1100000. I'm very committed to making this purchase while staying within my financial limits.",1100000.0,Bob,6,
,,Alice,6,RejectOffer
"Thank you for your increased offer, Bob. I'm glad to see you're committed to making this purchase. I'm willing to continue negotiating to find a mutually beneficial price. Considering your latest offer, I'll make a further concession. I'll reduce my price, but I hope you can see the value in meeting me closer to my target.",1500000.0,Alice,7,
,,Bob,7,BuyFromJhon
