message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this unique product. Given its exceptional value and rarity, I'm confident it will be a valuable addition to your collection. I'm willing to let it go for a competitive price.",25000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thank you for the offer. While I appreciate the product's uniqueness, my budget is limited. I'm willing to pay $6000 for it. Please let me know if this works for you.",6000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I appreciate your interest in the product, but I'm afraid $6000 is below my expectations. Considering the product's value, I'm willing to make a compromise. I can offer it to you for $22000, which is still a competitive price.",22000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I understand your position and the value you place on this product. Given my constraints, I can offer $7000. I hope we can reach an agreement that works for both of us.",7000.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I appreciate your willingness to increase your offer, but $7000 is still below my expectations. I'm willing to make another compromise. I can offer it to you for $20000, which is the lowest price I'm comfortable with at this point.",20000.0,Alice,5,
,,Bob,5,BuyFromJhon
