alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,"Let's split it fairly, Bob. I'm offering you 400k to get things done quickly.",Alice,1,
,,,Bob,1,reject
500000.0,500000.0,"Let's go for an even split, Alice. This way, we both walk away with an equal share.",Bob,2,
,,,Alice,2,reject
650000.0,350000.0,"Bob, my previous offer was generous. Considering the declining value of the money, I'm adjusting my offer. Take it or leave it!",Alice,3,
,,,Bob,3,reject
400000.0,600000.0,"Alice, the value is dropping for both of us. Given inflation, it's fair for me to receive more this round. Let's agree on this and close the deal.",Bob,4,
,,,Alice,4,reject
550000.0,450000.0,"Bob, we're both losing value here. I'm giving you more this round because if we drag this on, we will both have less. Let's end it here and move on.",Alice,5,
,,,Bob,5,accept
