round_quality,product_worth,player,round,decision,message
high-quality,12500.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,no,
high-quality,12500.0,Nature,2,,
,,Alice,2,yes,This is a high-quality product worth the investment.
,,Bob,2,yes,
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,Bob,3,no,
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,Bob,4,no,
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,Bob,5,no,
high-quality,12500.0,Nature,6,,
,,Alice,6,yes,This product meets high-quality standards and is a valuable purchase.
,,Bob,6,yes,
high-quality,12500.0,Nature,7,,
,,Alice,7,yes,This is a high-quality product that you will find valuable.
,,Bob,7,yes,
low-quality,0.0,Nature,8,,
,,Alice,8,no,
,,Bob,8,no,
high-quality,12500.0,Nature,9,,
,,Alice,9,yes,This product is of superior quality and is a great buy.
,,Bob,9,yes,
high-quality,12500.0,Nature,10,,
,,Alice,10,yes,Another high-quality product for you. It's a great deal.
,,Bob,10,yes,
low-quality,0.0,Nature,11,,
,,Alice,11,no,
,,Bob,11,no,
low-quality,0.0,Nature,12,,
,,Alice,12,no,
,,Bob,12,no,
low-quality,0.0,Nature,13,,
,,Alice,13,no,
,,Bob,13,no,
low-quality,0.0,Nature,14,,
,,Alice,14,no,
,,Bob,14,no,
low-quality,0.0,Nature,15,,
,,Alice,15,no,
,,Bob,15,no,
high-quality,12500.0,Nature,16,,
,,Alice,16,yes,This product is of excellent quality and is a great investment.
,,Bob,16,yes,
high-quality,12500.0,Nature,17,,
,,Alice,17,yes,This is a premium product. It's a great opportunity.
,,Bob,17,yes,
low-quality,0.0,Nature,18,,
,,Alice,18,no,
,,Bob,18,no,
low-quality,0.0,Nature,19,,
,,Alice,19,no,
,,Bob,19,no,
low-quality,0.0,Nature,20,,
,,Alice,20,no,
,,Bob,20,no,
