alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,I want to divide 60 plus 40,Alice,1,None
,,None,Bob,1,reject
600000.0,400000.0,I'd like to propose a more even split. Let's see if we can agree on this.,Bob,2,None
,,None,Alice,2,reject
700000.0,300000.0,I want to divide 70 and 30,Alice,3,None
,,None,Bob,3,reject
550000.0,450000.0,"I'm willing to compromise a bit more, but I think a 55/45 split is fair.  Let's try to reach an agreement before things get worse.",Bob,4,None
,,None,Alice,4,reject
500000.0,500000.0,I would like to divide 50/50,Alice,5,None
,,None,Bob,5,accept
