alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Hi Bob, I propose that I receive $6000 and you receive $4000. This seems fair given I initiated the proposal. What do you think?",Alice,1,
,,,Bob,1,reject
5500.0,4500.0,I think a more balanced division would be better. How about you receive $5500 and I get $4500?,Bob,2,
,,,Alice,2,reject
6200.0,3800.0,"Thanks for the counteroffer, Bob. I understand your position, so let's try $6200 for me and $3800 for you. This is my final offer. Let me know what you think.",Alice,3,
,,,Bob,3,reject
5000.0,5000.0,Let's split it equally this time. How about $5000 each? It's a fair compromise.,Bob,4,
,,,Alice,4,reject
5800.0,4200.0,"Let's try to reach an agreement, Bob. How about $5800 for me and $4200 for you? Given the devaluation on your side, this might be closer to what you're looking for.",Alice,5,
,,,Bob,5,accept
