alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's start fair, Bob. 50/50 split. What do you say?",Alice,1,
,,,Bob,1,reject
45.0,55.0,"I want a bit more, 55 for me, 45 for you.",Bob,2,
,,,Alice,2,reject
48.0,52.0,"Bob, since you wanted a bit more last round, how about a 52/48 split in your favor? Let's find a middle ground before inflation hits us harder.",Alice,3,
,,,Bob,3,reject
42.0,58.0,"Considering inflation, I'll take 58, you get 42. It's now or less later.",Bob,4,
,,,Alice,4,reject
45.0,55.0,"Bob, inflation is hitting us hard. Let's settle on a 55/45 split in your favor. It's a fair compromise given the circumstances.",Alice,5,
,,,Bob,5,accept
