message,product_price,player,round,decision
"Hi Bob, I'm selling this amazing product! It's in perfect condition. How about I offer it to you for a price of $180?",180.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer. $180 seems a bit steep for me.  I'd be willing to pay $80.",80.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for your interest, Bob. I appreciate it, but $80 is too low. How about we meet in the middle? I'm willing to come down to $160.",160.0,Alice,3,
,,Bob,3,RejectOffer
"I understand you're looking for a higher price, Alice. I could go up to $90.  That's the highest I can comfortably offer.",90.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I'm still not quite there. I need to get closer to the value of this product.  How about $150?",150.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, $150 is still more than I'm looking to spend. I can stretch to $100, but that's absolutely my limit.",100.0,Bob,6,
,,Alice,6,RejectOffer
"Bob, I hear you. $100 is tempting, but I'm still hesitant. Considering the product's value and the time we've spent, I'm willing to go down to $140. This is my final offer.",140.0,Alice,7,
,,Bob,7,BuyFromJhon
