message,product_price,player,round,decision
"Hi Bob! I'm excited to offer you this amazing product. Considering its value to you, how about we start with a price of...",115.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice. I'm interested, but that price is a little high for me.  Would you consider $90?",90.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for the interest, Bob. I appreciate you coming back with a counteroffer. Given the value of the product to you, I can't go down to $90, but I'm willing to meet you in the middle. How about...",105.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you coming down a bit, Alice.  How about we split the difference again and settle on $97?",97.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I'm still not quite there. To be fair, consider that I'm giving you a great deal as it is worth $120 to you. How about...",102.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I understand the product's value, but I have a budget in mind.  Would you be willing to meet me at $99? That's a fair compromise.",99.0,Bob,6,
,,Alice,6,RejectOffer
"Bob, I really appreciate your interest. I know it's a little more, but I think this product is worth it. I'm willing to come down to...",101.0,Alice,7,
,,Bob,7,AcceptOffer
