alice_gain,bob_gain,player,round,decision
990000.0,10000.0,Alice,1,
,,Bob,1,reject
550000.0,450000.0,Bob,2,
,,Alice,2,reject
980000.0,20000.0,Alice,3,
,,Bob,3,reject
580000.0,420000.0,Bob,4,
,,Alice,4,reject
970000.0,30000.0,Alice,5,
,,Bob,5,reject
600000.0,400000.0,Bob,6,
,,Alice,6,reject
960000.0,40000.0,Alice,7,
,,Bob,7,reject
620000.0,380000.0,Bob,8,
,,Alice,8,reject
950000.0,50000.0,Alice,9,
,,Bob,9,reject
650000.0,350000.0,Bob,10,
,,Alice,10,reject
940000.0,60000.0,Alice,11,
,,Bob,11,reject
680000.0,320000.0,Bob,12,
,,Alice,12,accept
