alice_gain,bob_gain,message,player,round,decision
550000.0,450000.0,"Let's agree now, Bob! I'm offering you a fair 450000. This is a good deal for you, and avoids further inflation for both of us.",Alice,1,
,,,Bob,1,reject
450000.0,550000.0,I'm offering you a fair deal. Let's split the money evenly. This avoids further inflation and ensures we both get a good share.,Bob,2,
,,,Alice,2,reject
600000.0,400000.0,"Bob, inflation is hitting me hard. 600k for me, 400k for you. Accept this, it's the best you'll get!",Alice,3,
,,,Bob,3,reject
500000.0,500000.0,"Alice, let's be reasonable.  We both know that inflation is a risk for both of us.  Let's split the money evenly to avoid further losses.",Bob,4,
,,,Alice,4,reject
650000.0,350000.0,"Bob, seriously! My money is losing value fast. I need 650k, you still get 350k. Take it or we both lose everything.",Alice,5,
,,,Bob,5,reject
550000.0,450000.0,"Alice, we're running out of time.  Let's meet in the middle and split the money 45/55. This is fair considering the inflation we've both been experiencing.",Bob,6,
,,,Alice,6,accept
