message,product_price,player,round,decision
"Hello Bob, I'm pleased to offer you our premium product. Given its exceptional value, I'm sure you'll find our price of $18000 quite reasonable.",18000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for the offer, Alice, but that's quite a bit higher than I was hoping to spend. I offer $6000 for the product.",6000.0,Bob,2,
,,Alice,2,RejectOffer
"I really want to make this work for both of us, Bob. After reconsidering, I can go down to $17000. This is a great value for the product you're getting.",17000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your effort, Alice, but that's still much higher than I'm looking to spend. I am willing to pay $7500 for the product. I am willing to pay more but this is the best I can do for now",7500.0,Bob,4,
,,Alice,4,RejectOffer
"Alright, Bob, I want to close this deal as much as you do. I'm willing to come down to $15500. This is a great price for a premium product like ours, I will not accept any offer less then $15500",15500.0,Alice,5,
,,Bob,5,BuyFromJhon
