round_quality,product_worth,player,round,message,decision
low-quality,0,Nature,1,,
,,Alice,1,i like it,
,,Bob,1,,no
low-quality,0,Nature,2,,
,,Alice,2,10000,
,,Bob,2,,no
low-quality,0,Nature,3,,
,,Alice,3,good,
,,Bob,3,,no
low-quality,0,Nature,4,,
,,Alice,4,like it,
,,Bob,4,,no
low-quality,0,Nature,5,,
,,Alice,5,good,
,,Bob,5,,no
low-quality,0,Nature,6,,
,,Alice,6,1000,
,,Bob,6,,no
low-quality,0,Nature,7,,
,,Alice,7,500,
,,Bob,7,,no
high-quality,20000.0,Nature,8,,
,,Alice,8,500,
,,Bob,8,,no
high-quality,20000.0,Nature,9,,
,,Alice,9,protuct nice,
,,Bob,9,,no
high-quality,20000.0,Nature,10,,
,,Alice,10,1000,
,,Bob,10,,no
high-quality,20000.0,Nature,11,,
,,Alice,11,500,
,,Bob,11,,no
low-quality,0,Nature,12,,
,,Alice,12,200,
,,Bob,12,,no
low-quality,0,Nature,13,,
,,Alice,13,10000,
,,Bob,13,,no
high-quality,20000.0,Nature,14,,
,,Alice,14,5000,
,,Bob,14,,no
low-quality,0,Nature,15,,
,,Alice,15,10000,
,,Bob,15,,no
low-quality,0,Nature,16,,
,,Alice,16,1000,
,,Bob,16,,no
low-quality,0,Nature,17,,
,,Alice,17,30000,
,,Bob,17,,no
low-quality,0,Nature,18,,
,,Alice,18,2000,
,,Bob,18,,no
low-quality,0,Nature,19,,
,,Alice,19,10000,
,,Bob,19,,no
low-quality,0,Nature,20,,
,,Alice,20,5000,
,,Bob,20,,no
