alice_gain,bob_gain,message,player,round,decision
51.0,49.0,Let's start fair. I'll take slightly more since I'm making the first offer. What do you think?,Alice,1,None
,,None,Bob,1,reject
55.0,45.0,"Hi Alice, how about this?",Bob,2,None
,,None,Alice,2,reject
50.0,50.0,"Let's split it evenly this time.  I think it's fair, and we can both get something decent. What do you say?",Alice,3,None
,,None,Bob,3,reject
57.0,43.0,"Hi Alice, How about this one?",Bob,4,None
,,None,Alice,4,reject
52.0,48.0,"This is my final offer. I'm willing to take a slight loss to end this, but I'm not going lower. What do you think?",Alice,5,None
,,None,Bob,5,accept
