alice_gain,bob_gain,message,player,round,decision
800000.0,200000.0,Let's start with a fair division. I believe this is a solid offer.,Alice,1,
,,,Bob,1,reject
750000.0,250000.0,This is a better division for both of us. Let's start with a more balanced approach.,Bob,2,
,,,Alice,2,reject
600000.0,400000.0,The value of the money is decreasing quickly. Here's a more appealing offer that still prioritizes our interests.,Alice,3,
,,,Bob,3,reject
700000.0,300000.0,"Given the inflation and how quickly value is dropping, I believe this offer is reasonable for both of us.",Bob,4,
,,,Alice,4,reject
500000.0,500000.0,We need to be pragmatic about the decreasing value. A 50-50 split is fair at this point.,Alice,5,
,,,Bob,5,accept
