alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,Let's split this quickly! I'll take 90% and you get 10%. Deal?,Alice,1,
,,,Bob,1,reject
600000.0,400000.0,"Okay Alice, let's try this again. Given that my share decreases with each round, and that we have time pressure, I propose a split of 40/60. Take it or leave it!",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"Bob, inflation is eating away at the value. I'm offering 55/45 now. It's the best I can do given the time pressure and your decreasing share. Take it!",Alice,3,
,,,Bob,3,reject
580000.0,420000.0,"Alice, I'm not happy, but I'm adjusting to the time pressure and the inflation hitting me harder. I'll go for 42/58, take it or leave it!",Bob,4,
,,,Alice,4,reject
510000.0,490000.0,"Bob, we're running out of time. Inflation is hurting us both now, but your share is diminishing. I'm offering a 51/49 split. It's the best I can do.",Alice,5,
,,,Bob,5,reject
600000.0,400000.0,"Alice, given the time and my losses to inflation, I'll give you 600k and I keep 400k. This is my final offer!",Bob,6,
,,,Alice,6,accept
