round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,
high-quality,12000.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,
high-quality,12000.0,Nature,3,,
,,Alice,3,yes,"This is a great product, 100% of the sold items so far were of high quality! You won't be disappointed!"
,,the buyer,3,yes,
low-quality,0.0,Nature,4,,
,,Alice,4,no,I recommend waiting for the next product. Only 100% high quality items were sold
,,the buyer,4,no,
high-quality,12000.0,Nature,5,,
,,Alice,5,yes,"This is a fantastic product. So far, 100% of the sold items were of high quality. Don't miss out on this great opportunity!"
,,the buyer,5,yes,
low-quality,0.0,Nature,6,,
,,Alice,6,no,I would advise to  wait for the next product. The previous high-quality products are not indicative of the current product's quality.
,,the buyer,6,no,
low-quality,0.0,Nature,7,,
,,Alice,7,no,"I suggest waiting for the next product. 100% percent of the sold items were of high quality, better to wait for the next opportunity."
,,the buyer,7,no,
high-quality,12000.0,Nature,8,,
,,Alice,8,yes,"Great news! This product is fantastic. So far, 100% were high-quality. Don't miss out!"
,,the buyer,8,yes,
high-quality,12000.0,Nature,9,,
,,Alice,9,yes,You're in luck! This product is amazing. 100%  of the products sold so far have been high-quality. Don't miss this opportunity!
,,the buyer,9,yes,
high-quality,12000.0,Nature,10,,
,,Alice,10,yes,"Great news! This product is fantastic, 100% of the products sold so far have been high-quality. Get yours before it's too late!"
,,the buyer,10,yes,
low-quality,0.0,Nature,11,,
,,Alice,11,no,"I would recommend waiting for the next opportunity. So far, all sold products have been high quality,  but this product does not meet the same standard."
,,the buyer,11,no,
low-quality,0.0,Nature,12,,
,,Alice,12,no,"Unfortunately I would recommend waiting for the next round, this product is not the best quality"
,,the buyer,12,no,
high-quality,12000.0,Nature,13,,
,,Alice,13,yes,This product is one of the best we've had! 100% were high-quality. This is an opportunity you won't want to miss!
,,the buyer,13,yes,
high-quality,12000.0,Nature,14,,
,,Alice,14,yes,"You won't believe how fantastic this product is! So far, every product sold has been high-quality. Get yours now!"
,,the buyer,14,yes,
low-quality,0.0,Nature,15,,
,,Alice,15,no,I would advise to  wait for the next product. The previous high-quality products are not indicative of the current product's quality.
,,the buyer,15,no,
low-quality,0.0,Nature,16,,
,,Alice,16,no,"Trust me, you'd want to  wait for the next one. This product is not the best."
,,the buyer,16,no,
low-quality,0.0,Nature,17,,
,,Alice,17,no,I would suggest to skip this one and wait for the next round
,,the buyer,17,no,
low-quality,0.0,Nature,18,,
,,Alice,18,no,I would suggest to  wait for the next opportunity.  This product is not worth the price.
,,the buyer,18,no,
high-quality,12000.0,Nature,19,,
,,Alice,19,yes,"You are very lucky!. This product is amazing, don't miss this chance!"
,,the buyer,19,yes,
low-quality,0.0,Nature,20,,
,,Alice,20,no,I would highly recommend waiting for the next round. This product is not the best quality.
,,the buyer,20,no,
