message,product_price,player,round,decision
"Hello Bob, I'm offering you this fantastic product that I think you'll love. I'm willing to let it go for a competitive price. Let me know if you're interested!",175.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thank you for the offer. I'm interested in the product, but $175 is above my budget. Would you consider selling it for $80?",80.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I appreciate your interest in the product. However, $80 is a bit too low for me. I can offer it to you for $160, which is a more reasonable price considering its value.",160.0,Alice,3,
,,Bob,3,RejectOffer
"Thanks for considering a new price, Alice. I’m really interested, but $160 is still above my maximum budget. How about $90?",90.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I appreciate your persistence and interest in the product. However, $90 is still below my expectations. I can offer it to you for $145, which is the lowest price I'm willing to consider.",145.0,Alice,5,
,,Bob,5,BuyFromJhon
