alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's start with a fair split, slightly favoring me in the first round. We both benefit, and can negotiate from here if needed.",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"I understand you want a slight advantage, but I believe a more balanced split is fair. This offer benefits us both.",Bob,2,
,,,Alice,2,reject
5700.0,4300.0,"Coming down from my initial ask, but inflation is hurting me more. This split still acknowledges that, but gives you a bigger piece than my first offer.",Alice,3,
,,,Bob,3,reject
4000.0,6000.0,"Alice, inflation is hitting you harder than me. I'm proposing a split that accounts for this disparity while still being fair. Let's close this deal and avoid further losses.",Bob,4,
,,,Alice,4,reject
5400.0,4600.0,"Okay Bob, I'm coming down further. Inflation is eating away at my potential gains, but I need to get a reasonable amount. Let's settle with this offer.",Alice,5,
,,,Bob,5,reject
3800.0,6200.0,"Alice, we're running out of time, and every round costs us. I'm adjusting my offer again to reflect the impact of inflation on your share.  Let's be reasonable and finalize this.",Bob,6,
,,,Alice,6,reject
5100.0,4900.0,"Bob, this is getting ridiculous. Inflation is crushing me. I'm offering almost an even split now. Please, let's take it.",Alice,7,
,,,Bob,7,accept
