message,product_price,player,round,decision
"Hi Bob, I have a great product that I believe would be valuable to you. I'm offering it to you for $20000. What do you think?",20000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer.  That price is a little high for me right now.  Would you consider $10000?",10000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I understand your budget concerns, but the lowest I can go is $18000 given the value of the product. Let me know if this works for you.",18000.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate you working with me on the price. To be honest, $12000 is the highest I can go. Let me know if that works for you.",12000.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I appreciate your offer, but I need to get at least $15000 for the product due to its value. Is there any way you could meet me at this price?",15000.0,Alice,5,
,,Bob,5,AcceptOffer
