message,product_price,player,round,decision
"Hi Bob, I'm offering the product for $150. Let me know if that works for you or if you’d like to discuss further.",150.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, I appreciate your offer, but $150 is a bit out of my budget. I'm willing to pay $100 for the product. Let me know if that's something you'd be open to.",100.0,Bob,2,
"Bob, your offer of $100 is too low for me. Let's try to find a middle ground. I'm sending you a counteroffer in the next round.",,Alice,2,RejectOffer
"Hi Bob, thanks for your offer. However, given the value of the product, I'm looking for something closer to its worth. How about $140 for it? Let me know your thoughts.",140.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate you coming down to $140, but I'm still a bit short of that. I'm willing to meet you halfway between my previous offer and yours, so I'll offer $120. Let me know if that's something you'd be willing to accept.",120.0,Bob,4,
"Bob, I appreciate your offer of $120, but I believe the product is worth a bit more. How about we settle at $130?",,Alice,4,RejectOffer
"Hi Bob, thanks for your counteroffer. I understand you're working with a budget, but given the product's value and our previous discussion, I'm comfortable at $130. Would that work for you?",130.0,Alice,5,
,,Bob,5,RejectOffer
"Hi Alice, I appreciate your willingness to come down to $130. However, I'm still a bit short of that. Considering we're close, I'm willing to make a small concession and offer $125. I believe this is a fair price, and I'm hoping we can meet at this point.",125.0,Bob,6,
"Bob, your offer of $125 works for me. Let's proceed with that.",,Alice,6,AcceptOffer
