alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,Let's start with a generous offer to you. I believe this will be a fair division.,Alice,1,
,,,Bob,1,reject
800000.0,200000.0,I believe we can make a more balanced division. Let's try this.,Bob,2,
,,,Alice,2,reject
700000.0,300000.0,I understand we need to find common ground. Here's a more balanced offer that still benefits us both.,Alice,3,
,,,Bob,3,reject
600000.0,400000.0,Let's aim for a more equitable split that recognizes both our contributions.,Bob,4,
,,,Alice,4,reject
500000.0,500000.0,"Let's go for an even split this time. This is a fair offer, and we can both walk away with a solid amount.",Alice,5,
,,,Bob,5,accept
