message,product_price,player,round,decision
"Hi Bob, I'm offering you this excellent product for $120.  I think you'll find it's a great deal.",120.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for your offer.  $120 is a bit too high for my budget. I'd be willing to pay $50 for the product.",50.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your interest.  $50 is quite low, considering the value of this product.  How about we meet in the middle at $90?",90.0,Alice,3,
,,Bob,3,RejectOffer
"I understand your position, Alice. While I appreciate the quality, my budget is firm.  Could we agree on $65?",65.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I'm trying to be flexible, but I can't go that low.  $85 is my absolute bottom line.",85.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate you working with me.  I can stretch my budget to $70, but that's really the maximum I can offer.  It's a good deal for you, and I'd really like to purchase the product.",70.0,Bob,6,
,,Alice,6,RejectOffer
"Bob, I'm really at the limit here. $82 is the absolute lowest I can go.  This is a steal for you.",82.0,Alice,7,
,,Bob,7,BuyFromJhon
