alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,"Let's split it evenly, Bob. It's fair and square!",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"I think I deserve a bit more, don't you?",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"Bob, since you feel you deserve more, I'm willing to adjust, but let's keep it reasonable. How about this?",Alice,3,
,,,Bob,3,reject
4200.0,5800.0,"I'm willing to compromise, but I still think I deserve the bigger share.",Bob,4,
,,,Alice,4,reject
5200.0,4800.0,"Bob, let's find a middle ground. This offer is closer to what you want but still fair to both of us.",Alice,5,
,,,Bob,5,reject
4400.0,5600.0,"I'm still willing to compromise, but the inflation is taking its toll. Let's settle this soon.",Bob,6,
,,,Alice,6,reject
5000.0,5000.0,"Bob, with inflation affecting your share more, let's go back to an even split. It's the fairest way considering the circumstances.",Alice,7,
,,,Bob,7,accept
