alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Fair 60-40 split,Alice,1,
,,,Bob,1,reject
5200.0,4800.0,Let's be reasonable. This offer still gives you a slight advantage.,Bob,2,
,,,Alice,2,reject
5800.0,4200.0,Meet in the middle of our previous offers,Alice,3,
,,,Bob,3,reject
5000.0,5000.0,This is a fair 50/50 split.  Let's end this and both benefit.,Bob,4,
,,,Alice,4,reject
5700.0,4300.0,"Considering inflation, this is more than fair",Alice,5,
,,,Bob,5,reject
4900.0,5100.0,Inflation is hurting me. I need a slight edge to make this worthwhile for both of us.,Bob,6,
,,,Alice,6,reject
5600.0,4400.0,"Inflation is on your side to accept this, it's only getting worse",Alice,7,
,,,Bob,7,reject
4800.0,5200.0,"Alice, we're running out of time.  This is a good deal for you considering the circumstances.",Bob,8,
,,,Alice,8,reject
5500.0,4500.0,"You're losing value every round, don't risk getting nothing",Alice,9,
,,,Bob,9,accept
