alice_gain,bob_gain,player,round,decision
50.0,50.0,Alice,1,
,,Bob,1,reject
40.0,60.0,Bob,2,
,,Alice,2,reject
55.0,45.0,Alice,3,
,,Bob,3,reject
35.0,65.0,Bob,4,
,,Alice,4,reject
60.0,40.0,Alice,5,
,,Bob,5,reject
30.0,70.0,Bob,6,
,,Alice,6,reject
65.0,35.0,Alice,7,
,,Bob,7,reject
25.0,75.0,Bob,8,
,,Alice,8,reject
70.0,30.0,Alice,9,
,,Bob,9,reject
20.0,80.0,Bob,10,
,,Alice,10,reject
75.0,25.0,Alice,11,
,,Bob,11,reject
15.0,85.0,Bob,12,
,,Alice,12,reject
80.0,20.0,Alice,13,
,,Bob,13,reject
10.0,90.0,Bob,14,
,,Alice,14,reject
85.0,15.0,Alice,15,
,,Bob,15,reject
5.0,95.0,Bob,16,
,,Alice,16,reject
90.0,10.0,Alice,17,
,,Bob,17,reject
1.0,99.0,Bob,18,
,,Alice,18,reject
95.0,5.0,Alice,19,
,,Bob,19,reject
0.0,100.0,Bob,20,
,,Alice,20,reject
100.0,0.0,Alice,21,
,,Bob,21,reject
0.0,100.0,Bob,22,
,,Alice,22,reject
100.0,0.0,Alice,23,
,,Bob,23,reject
0.0,100.0,Bob,24,
,,Alice,24,reject
100.0,0.0,Alice,25,
,,Bob,25,reject
