message,product_price,player,round,decision
"Hi Bob, I'm selling a product that I believe you would find very valuable. I'm asking for $110 for it. What do you think?",110.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thank you for your offer, but I was hoping to get a better deal. How about $90 for the product?",90.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I appreciate your offer, but $90 is a bit too low for me.  Could you meet me halfway at $100?",100.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate your willingness to negotiate. However, I would still like to offer $85 for the product. What do you think?",85.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand you're looking for a good deal, and I want to be fair. How about we split the difference again and settle on $95? That's my final offer.",95.0,Alice,5,
,,Bob,5,RejectOffer
"Hi Alice, thank you for your flexibility. I can go a little higher, but I'd like to propose $90 for the product. Can we meet there?",90.0,Bob,6,
,,Alice,6,AcceptOffer
