alice_gain,bob_gain,player,round,decision
600000.0,400000.0,Alice,1,
,,Bob,1,reject
400000.0,600000.0,Bob,2,
,,Alice,2,reject
550000.0,450000.0,Alice,3,
,,Bob,3,reject
450000.0,550000.0,Bob,4,
,,Alice,4,reject
525000.0,475000.0,Alice,5,
,,Bob,5,reject
475000.0,525000.0,Bob,6,
,,Alice,6,reject
510000.0,490000.0,Alice,7,
,,Bob,7,reject
490000.0,510000.0,Bob,8,
,,Alice,8,reject
505000.0,495000.0,Alice,9,
,,Bob,9,reject
495000.0,505000.0,Bob,10,
,,Alice,10,reject
502500.0,497500.0,Alice,11,
,,Bob,11,reject
497500.0,502500.0,Bob,12,
,,Alice,12,reject
501250.0,498750.0,Alice,13,
,,Bob,13,reject
498750.0,501250.0,Bob,14,
,,Alice,14,reject
500625.0,499375.0,Alice,15,
,,Bob,15,reject
499375.0,500625.0,Bob,16,
,,Alice,16,reject
500313.0,499687.0,Alice,17,
,,Bob,17,reject
499687.0,500313.0,Bob,18,
,,Alice,18,reject
500156.0,499844.0,Alice,19,
,,Bob,19,reject
499844.0,500156.0,Bob,20,
,,Alice,20,reject
500078.0,499922.0,Alice,21,
,,Bob,21,reject
499922.0,500078.0,Bob,22,
,,Alice,22,reject
500039.0,499961.0,Alice,23,
,,Bob,23,reject
499961.0,500039.0,Bob,24,
,,Alice,24,reject
500020.0,499980.0,Alice,25,
,,Bob,25,reject
