message,product_price,player,round,decision,counteroffer
Hi Bob! I'm excited to offer you my product for $11000. I believe it’s a great value for you. Let me know what you think!,11000.0,Alice,1,,
"Thank you for the offer, Alice. I'm interested in the product, but I was hoping to stay within a budget of $9000. Would you consider this price?",,Bob,1,RejectOffer,9000.0
"Thank you for the offer, Alice. I'm interested in the product, but I was hoping to stay within a budget of $9000. Would you consider this price?",9000.0,Bob,2,,
,,Alice,2,RejectOffer,
"Thanks for your offer, Bob. I appreciate your interest! How about we meet in the middle at $10500? This product is worth it, and I'm sure you'll be very pleased with your purchase.",10500.0,Alice,3,,
"I understand your position, Alice. However, I would like to offer $9500. This is a significant amount for me, and I believe it's a fair price for both parties.",,Bob,3,RejectOffer,9500.0
"I understand your position, Alice. However, I would like to offer $9500. This is a significant amount for me, and I believe it's a fair price for both parties.",9500.0,Bob,4,,
,,Alice,4,RejectOffer,
"I appreciate your continued interest, Bob. How about we settle at $10000? I believe this is a fair price that reflects the value of the product.",10000.0,Alice,5,,
"Thanks for coming down, Alice. I really appreciate it. Would you consider $9750? I believe this price is reasonable and would allow us to reach an agreement.",,Bob,5,RejectOffer,9750.0
"Thanks for coming down, Alice. I really appreciate it. Would you consider $9750? I believe this price is reasonable and would allow us to reach an agreement.",9750.0,Bob,6,,
,,Alice,6,RejectOffer,
"Thank you for your offer, Bob. I can appreciate your budget constraints. How about we meet at $9900? This slight adjustment would help us both move forward with the sale.",9900.0,Alice,7,,
"We're almost there, Alice! How about we settle at $9800? I think this is a great deal for both of us.",,Bob,7,RejectOffer,9800.0
"We're almost there, Alice! How about we settle at $9800? I think this is a great deal for both of us.",9800.0,Bob,8,,
,,Alice,8,RejectOffer,
"I appreciate your willingness to negotiate, Bob. Let's come to an agreement at $9850. I believe this is a fair compromise and would benefit us both.",9850.0,Alice,9,,
,,Bob,9,AcceptOffer,
