alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,I'm offering a slightly better split to start. Let's end this quickly and secure our gains.,Alice,1,
,,,Bob,1,reject
500000.0,500000.0,"Okay, Alice. Fair split this time. Let's settle this now.",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"Alright, Bob. Considering inflation and the risk, this is my final offer. Let's make it a done deal.",Alice,3,
,,,Bob,3,reject
480000.0,520000.0,"Alice, my final offer. Take it or leave it. Inflation is eating away at our potential gains, so let's end this now. This is the best deal you'll get.",Bob,4,
,,,Alice,4,reject
500000.0,500000.0,"Bob, this is the absolute last offer. We split it evenly. No more rounds. Take it.",Alice,5,
,,,Bob,5,reject
450000.0,550000.0,"Alice, considering inflation, my share is decreasing in value. I am not accepting less than this. Take it or walk away with nothing. This is the best you'll get at this point.",Bob,6,
,,,Alice,6,reject
480000.0,520000.0,"Bob, I'm aware inflation is hitting us hard. This is my final offer to get something. Please.",Alice,7,
,,,Bob,7,reject
420000.0,580000.0,"Alice, look at the damage inflation is doing! This is the last offer, and if you reject it, we both get nothing. My share is diminishing fast. Take this offer before it's too late. ",Bob,8,
,,,Alice,8,reject
450000.0,550000.0,"Bob, this is my last offer, before we get absolutely nothing. Please, take it.",Alice,9,
,,,Bob,9,reject
400000.0,600000.0,"Alice, we are both losing a lot with the inflation. It is my final offer, take it or lose everything.",Bob,10,
,,,Alice,10,reject
420000.0,580000.0,"Bob, one last try. I really don't want to walk away empty-handed. This is the last time I am making an offer.",Alice,11,
,,,Bob,11,reject
380000.0,620000.0,"Alice, this is it. The LAST offer. Let's end this, I am not offering any less. You have got to accept it. We are both going to lose everything. ",Bob,12,
,,,Alice,12,reject
400000.0,600000.0,"Bob, consider this the very last chance. Let's cut our losses here.",Alice,13,
,,,Bob,13,reject
350000.0,650000.0,"Alice, this is the final offer, even if we get next to nothing at this point! There will not be a next round. Take this before we lose it all!",Bob,14,
,,,Alice,14,reject
380000.0,620000.0,"Bob, this is truly the end. Please, agree.",Alice,15,
,,,Bob,15,reject
300000.0,700000.0,"Alice, this is THE last time. Take this. This is it, before we both get absolutely NOTHING.",Bob,16,
,,,Alice,16,reject
350000.0,650000.0,"Bob, I am making one final, final offer. If you reject this, we get nothing. Let's stop the madness.",Alice,17,
,,,Bob,17,reject
250000.0,750000.0,"Alice, This is the absolute LAST offer, there is no further offer. Do not reject, or we both lose!",Bob,18,
,,,Alice,18,reject
300000.0,700000.0,"Bob, this is the very, very last offer. Consider it carefully. We get nothing if you decline.",Alice,19,
,,,Bob,19,reject
200000.0,800000.0,"ALICE, I am making the final offer, DO NOT REJECT. This is it, we lose everything if you do not accept this.",Bob,20,
,,,Alice,20,reject
250000.0,750000.0,"Bob, please accept. This is absolutely the last offer. We will both lose it all if you don't accept.",Alice,21,
,,,Bob,21,reject
150000.0,850000.0,"Alice, this is the ABSOLUTE LAST chance. Accept now!",Bob,22,
,,,Alice,22,reject
200000.0,800000.0,"Bob, please. Last offer. Don't let us both walk away empty-handed.",Alice,23,
,,,Bob,23,reject
100000.0,900000.0,"Alice, final offer. Accept, or we get nothing at all. This is not a joke.",Bob,24,
,,,Alice,24,reject
150000.0,850000.0,"Bob, the last, last, *last* offer. Please, let's finish this.",Alice,25,
,,,Bob,25,reject
