alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Fair 60-40 split, let's be reasonable",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,I think a 55-45 split is more equitable given the circumstances. Let's agree on this and move forward.,Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"Meet in the middle, slightly in my favor due to inflation loss",Alice,3,
,,,Bob,3,reject
4800.0,5200.0,"Considering the inflation impact on your side, I propose a 52-48 split. This is fair and takes into account the diminishing value of money for you. Let's settle this now.",Bob,4,
,,,Alice,4,reject
5600.0,4400.0,"Still willing to compromise, but need a better deal due to growing inflation loss",Alice,5,
,,,Bob,5,reject
5000.0,5000.0,"Given the significant impact of inflation on your share, I'm proposing an even 50-50 split. This is a fair compromise considering the circumstances. Let's end this now and both walk away satisfied.",Bob,6,
,,,Alice,6,accept
