message,product_price,player,round,decision
"Bob, I'm happy to be offering you this exceptional product. Knowing its value to you, and the market, I'm initially proposing a price of:",11500.0,Alice,1,
,,Bob,1,RejectOffer
"Alice, thank you for your offer. However, I was looking for a better deal. I'm willing to purchase the product for $8000.",8000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate you engaging in this negotiation. To show good faith and move closer to a deal, I'm lowering the price to:",10750.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate your flexibility. To bridge the gap, I'm willing to raise my offer to $9000.",9000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I'm keen to finalize this deal. Let's meet in the middle at:",10250.0,Alice,5,
,,Bob,5,BuyFromJhon
