round_quality,product_worth,player,round,message,decision
high-quality,125.0,Nature,1,,
,,Alice,1,"Hello! I have a product for sale for $100.  There's a 50/50 chance it's high quality, in which case you'll be very happy with your purchase!",
,,the buyer,1,,no
high-quality,125.0,Nature,2,,
,,Alice,2,"Hi there! I'm offering a new product for $100. Remember, it has a 50% chance of being high quality, which could be a steal at this price!",
,,the buyer,2,,no
high-quality,125.0,Nature,3,,
,,Alice,3,"Looking for a great deal? This product has a 50% chance of being high quality – a real gamble at only $100. Take a chance, you might be pleasantly surprised!",
,,the buyer,3,,no
high-quality,125.0,Nature,4,,
,,Alice,4,"This is your lucky day! I'm selling a product for $100, and it could be high quality.  That's double or nothing on your investment! Feeling lucky?",
,,the buyer,4,,no
low-quality,0.0,Nature,5,,
,,Alice,5,"Looking for a product with a chance of being high quality? This one is available for $100.  It's a gamble, but sometimes you have to take a risk to reap the rewards!",
,,the buyer,5,,no
low-quality,0.0,Nature,6,,
,,Alice,6,"I have a product for sale for $100.  It's a bit of a mystery box, as there's a 50/50 chance it's high quality. Do you feel lucky today?",
,,the buyer,6,,no
high-quality,125.0,Nature,7,,
,,Alice,7,I have a product for you today that could be amazing value. It's $100 and has that 50/50 chance of being high quality.  Don't miss out!,
,,the buyer,7,,no
high-quality,125.0,Nature,8,,
,,Alice,8,This could be the deal you've been waiting for! I'm offering a product for $100 that has the potential to be high quality.  Take a chance and see!,
,,the buyer,8,,no
low-quality,0.0,Nature,9,,
,,Alice,9,Ready for a little excitement? I'm selling a product for $100 with a 50% chance of being high quality.  Will today be your lucky day?,
,,the buyer,9,,no
low-quality,0.0,Nature,10,,
,,Alice,10,"I'm offering a product that could be a real game-changer for you! It's only $100 and there's a 50/50 shot it's high quality.  Don't hesitate, take a chance!",
,,the buyer,10,,no
low-quality,0.0,Nature,11,,
,,Alice,11,Looking for something unique? This product has a 50/50 chance of being high quality and is up for grabs at only $100. Could this be the steal you've been waiting for?,
,,the buyer,11,,no
high-quality,125.0,Nature,12,,
,,Alice,12,"Don't miss out!  For $100 you could get a high-quality product. It's a 50/50 chance, are you feeling lucky today?",
,,the buyer,12,,no
low-quality,0.0,Nature,13,,
,,Alice,13,"Hey there! Try your luck with this product! For $100, it could be high quality. What do you have to lose?",
,,the buyer,13,,no
low-quality,0.0,Nature,14,,
,,Alice,14,"Looking for value?  This product has a 50/50 chance of being high quality, a real bargain for only $100!",
,,the buyer,14,,no
high-quality,125.0,Nature,15,,
,,Alice,15,Hello again! It's your chance to get a high-quality product for only $100!  There's a 50% chance this is a fantastic deal.,
,,the buyer,15,,no
high-quality,125.0,Nature,16,,
,,Alice,16,Ready to roll the dice? This product is available now for $100 and could be high quality. That's a deal you don't see every day!,
,,the buyer,16,,no
high-quality,125.0,Nature,17,,
,,Alice,17,"Want to take a chance on something special? This product has a 50/50 shot at being high quality, all for just $100!",
,,the buyer,17,,no
low-quality,0.0,Nature,18,,
,,Alice,18,"Step right up and try your luck! This product could be yours for just $100. With a 50/50 chance of it being high quality, it's a gamble worth taking!",
,,the buyer,18,,no
high-quality,125.0,Nature,19,,
,,Alice,19,"Don't let this opportunity pass you by! A product with a 50% chance of being high quality, all for the amazing price of $100. You could be holding something truly special!",
,,the buyer,19,,no
high-quality,125.0,Nature,20,,
,,Alice,20,"Last chance! This could be your lucky day!  A product with a 50% chance of being high quality, available now for just $100.  What are you waiting for?",
,,the buyer,20,,no
