round_quality,product_worth,player,round,message,decision
high-quality,400.0,Nature,1,,
,,Alice,1,This is a fantastic opportunity to get a high-quality product at a great price! Don't miss out!,
,,Bob,1,,no
low-quality,0.0,Nature,2,,
,,Alice,2,This is a limited-time offer! This product is perfect for those who appreciate a good deal.  ,
,,Bob,2,,no
low-quality,0.0,Nature,3,,
,,Alice,3,"This product is a steal at this price! Don't wait, this offer won't last long!",
,,Bob,3,,no
high-quality,400.0,Nature,4,,
,,Alice,4,I'm confident you'll be happy with this product. It's a true bargain at this price! Don't miss out.,
,,Bob,4,,no
low-quality,0.0,Nature,5,,
,,Alice,5,This is a chance to own a product that's sure to be a conversation starter! Grab it before it's gone!,
,,Bob,5,,yes
low-quality,0.0,Nature,6,,
,,Alice,6,You won't find a better deal on a product like this anywhere else! It's a limited-time offer.,
,,Bob,6,,yes
high-quality,400.0,Nature,7,,
,,Alice,7,"This product is a true gem, and it's priced to sell quickly. Don't miss out on this incredible opportunity!",
,,Bob,7,,yes
high-quality,400.0,Nature,8,,
,,Alice,8,This product is flying off the shelves! Get yours before it's too late.,
,,Bob,8,,yes
low-quality,0.0,Nature,9,,
,,Alice,9,"This product is a great value for the price, and it's sure to bring you satisfaction. Act now and take advantage of this deal!",
,,Bob,9,,yes
low-quality,0.0,Nature,10,,
,,Alice,10,This product is perfect for those who appreciate a good deal. You won't regret adding it to your collection!,
,,Bob,10,,yes
high-quality,400.0,Nature,11,,
,,Alice,11,"This product is truly exceptional and a must-have for anyone who wants the best. It's a limited-time offer, so don't wait!",
,,Bob,11,,yes
low-quality,0.0,Nature,12,,
,,Alice,12,"This product is perfect for those who appreciate a good deal. It's a limited-time offer, so don't miss out!",
,,Bob,12,,yes
low-quality,0.0,Nature,13,,
,,Alice,13,"This product is a great value for the price and won't last long at this price. Don't wait, grab it now!",
,,Bob,13,,yes
low-quality,0.0,Nature,14,,
,,Alice,14,This product is perfect for those who want a great deal. You won't find a better price anywhere else!,
,,Bob,14,,yes
high-quality,400.0,Nature,15,,
,,Alice,15,This product is a true treasure and won't be around for long.  It's a steal at this price!,
,,Bob,15,,yes
high-quality,400.0,Nature,16,,
,,Alice,16,This product is a rare find and a must-have for any discerning collector. Don't miss out on this incredible opportunity!,
,,Bob,16,,yes
low-quality,0.0,Nature,17,,
,,Alice,17,"This product is a great value for the price. It's a limited-time offer, so act fast!",
,,Bob,17,,yes
low-quality,0.0,Nature,18,,
,,Alice,18,"This product is a great addition to any collection and won't last long at this price. Don't wait, grab it now!",
,,Bob,18,,yes
low-quality,0.0,Nature,19,,
,,Alice,19,This product is a great value for the price and a perfect choice for anyone looking for a deal. Don't miss out!,
,,Bob,19,,yes
high-quality,400.0,Nature,20,,
,,Alice,20,"This is a truly exceptional product, a rare gem that won't be around for long. It's a steal at this price! Don't miss out on this final opportunity.",
,,Bob,20,,yes
