alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,"Let's start fair. I'll take the lion's share, but you still get a good chunk. Accept, and we can both be happy.",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"Let's divide it more fairly, we both deserve a good share.",Bob,2,
,,,Alice,2,reject
720000.0,280000.0,I'm willing to compromise. Let's split the difference from the last round.  This is still a fair deal for both of us.,Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"I'm willing to compromise too, but your offer was too low. Let's meet closer to the middle.",Bob,4,
,,,Alice,4,reject
540000.0,460000.0,"I'm getting tired of this back and forth. This offer is a fair split, and if you reject it, we're both going to lose more money.",Alice,5,
,,,Bob,5,reject
480000.0,520000.0,"I understand we're both losing money, but I still think we can find a better split. This is my compromise.",Bob,6,
,,,Alice,6,accept
