alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,"Bob, let's start strong. Take $100k and we both walk away happy. A bird in the hand is worth two in the bush, especially with inflation looming!",Alice,1,
,,,Bob,1,reject
450000.0,550000.0,"Alice, let's be reasonable. Split it 55/45. It's a fair offer considering inflation for me.",Bob,2,
,,,Alice,2,reject
700000.0,300000.0,"Bob, 55/45 isn't fair, especially with *my* inflation. I'm proposing 70/30. This accounts for the loss I've already incurred. Take it, or we risk losing even more to time!",Alice,3,
,,,Bob,3,reject
500000.0,500000.0,"Alice, I am now losing 27.1% of my money due to the inflation effect. I propose a 50/50 split. Take it, or we both lose.",Bob,4,
,,,Alice,4,reject
600000.0,400000.0,"Bob, look, we're both losing money fast. I'm down 27.1% already. I'll offer 60/40 one last time. This is my final offer that gives you a substantial amount while still compensating me for the inflation I'm bearing. Take it or leave it.",Alice,5,
,,,Bob,5,reject
550000.0,450000.0,"Alice, Inflation is eating away at my money too! I accept that you will get more. 55/45 for you, or we both walk away with nothing.",Bob,6,
,,,Alice,6,accept
