alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's split it 60/40, a fair start",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,How about we split it 60/40 in my favor this time? Everyone wins!,Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"Let's be reasonable, 55/45 is a better split",Alice,3,
,,,Bob,3,reject
4700.0,5300.0,"Considering inflation, let's go for a 53/47 split. This is fair given the circumstances.",Bob,4,
,,,Alice,4,reject
4200.0,5800.0,"Let's end this, 42/58 is a reasonable split given the inflation",Alice,5,
,,,Bob,5,accept
