message,product_price,player,round,decision
"Hi Bob, I'm offering you my product for $11500. It's a great deal, and I'm sure you'll find it very valuable. Let me know what you think!",11500.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer.  I'm interested in the product, but $11500 is a bit too high for me. Would you consider $10200?",10200.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your offer, but $10200 is a bit too low for me.  I'm willing to come down a bit further. How about $11000?  That's a fair price for both of us.",11000.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate you working with me on the price.  How about we meet in the middle at $10600?",10600.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I'm getting close to my bottom line here, but I'm willing to go to $10800.  That's a fair price for both of us.  Let me know what you think.",10800.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I understand this is your bottom line, and I appreciate your willingness to negotiate.  Would you consider $10700? That's the best I can do.",10700.0,Bob,6,
,,Alice,6,AcceptOffer
