message,product_price,player,round,decision
"Hi Bob, I hope you're doing well. I'm offering my product to you for $150. Let me know if you'd like to proceed with this offer.",150.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer. I'm interested in the product, but I was thinking more along the lines of $100. Would you be willing to sell it to me for that price?",100.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I appreciate your interest. However, $100 is too low. How about we settle at $140 for the product?",140.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, thanks for the revised offer. I'm still interested in the product, but I was thinking more along the lines of $120. Would you be willing to sell it to me for that price?",120.0,Bob,4,
"Hi Bob, I appreciate your interest, but $120 is a bit lower than I'd like. How about we settle at $130 for the product?",130.0,Alice,4,RejectOffer
"Hi Bob, I understand where you’re coming from. Considering the product’s quality and value, I can adjust my price. How about we meet halfway at $125? Let me know if that works for you.",125.0,Alice,5,
,,Bob,5,RejectOffer
"Hi Alice, thanks for the revised offer. I appreciate your willingness to negotiate. I'm still interested in the product, but I was thinking more along the lines of $122. Would you be willing to sell it to me for that price?",122.0,Bob,6,
,,Alice,6,AcceptOffer
