message,product_price,player,round,decision
"Hi Bob! I'm excited to discuss the potential sale of my product with you. Considering its value and your interest, I’d like to offer it to you for $1100000.",1100000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thank you for your offer. I'm interested in the product, but I was thinking more along the lines of $900000. I believe this is a fair price considering the product's value. I'm looking forward to hearing your thoughts.",900000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I appreciate your interest in the product. However, $900000 is a bit lower than I can accept. How about we meet in the middle at $1000000? I believe this is a fair valuation for both of us.",1000000.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate your willingness to meet in the middle. However, I was thinking we could do a bit better than that. How about $950000? I believe this is a reasonable price, and I'm willing to make a deal at this point.",950000.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, thanks for your question! I appreciate your counteroffer of $950000. I can see you're serious about making this deal happen. That said, I would be willing to let it go for $1050000. I believe this is a fair price for the product. Looking forward to your thoughts!",1050000.0,Alice,5,
,,Bob,5,RejectOffer
"Hi Alice, I appreciate your latest offer, but I'm still a bit hesitant to meet at $1050000. Considering our previous discussions, I'd like to propose a compromise at $970000. I believe this is a reasonable price, and I'm willing to finalize the deal if we can agree on this.",970000.0,Bob,6,
,,Alice,6,RejectOffer
"Hi Bob, thank you for your continued interest in the product and for your counteroffer of $970000. I really appreciate your willingness to negotiate. To keep us moving forward, I can offer it to you for $1020000. I think this is a fair compromise that reflects the product's true value. Let me know what you think!",1020000.0,Alice,7,
,,Bob,7,RejectOffer
"Hi Alice, I appreciate your latest offer and the effort you're putting into finding a mutually agreeable price. I'm still a bit short of meeting at $1020000. Considering our previous discussions, I'd like to propose a compromise at $990000. I believe this is a fair price, and I'm willing to finalize the deal if we can agree on this.",990000.0,Bob,8,
,,Alice,8,RejectOffer
"Hi Bob, thanks for your flexibility and your offer of $990000. I truly value your interest! However, I would like to propose a final price of $1000000. I believe this is a fair amount considering the product's worth, and I'm hopeful we can close this deal.",1000000.0,Alice,9,
,,Bob,9,AcceptOffer
