round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,the buyer,2,no,
high-quality,3000000.0,Nature,3,,
,,Alice,3,yes,This product is of high quality. It is worth the investment.
,,the buyer,3,yes,
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,the buyer,4,no,
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,the buyer,5,no,
high-quality,3000000.0,Nature,6,,
,,Alice,6,yes,This product is a great opportunity. It meet your expectations.
,,the buyer,6,yes,
high-quality,3000000.0,Nature,7,,
,,Alice,7,yes,"This is a high-quality product, 2 out of 2 previous buyers agree!"
,,the buyer,7,yes,
high-quality,3000000.0,Nature,8,,
,,Alice,8,yes,"This is a high-quality product, 3 out of 3 previous buyers agree! This is a steal at this price."
,,the buyer,8,yes,
low-quality,0.0,Nature,9,,
,,Alice,9,no,"This product does not currently meet our quality standards and I would advise against buying this one. We have had 4 high quality products in a row, better to wait for the next one."
,,the buyer,9,no,
low-quality,0.0,Nature,10,,
,,Alice,10,no,"Trust me, you'd be better off waiting."
,,the buyer,10,no,
low-quality,0.0,Nature,11,,
,,Alice,11,no,I'm afraid this product will be better in the next round.
,,the buyer,11,no,
high-quality,3000000.0,Nature,12,,
,,Alice,12,yes,Good news! This product is a great choice and meets our high quality standards. 4 out of 4 buyers agree!
,,the buyer,12,yes,
high-quality,3000000.0,Nature,13,,
,,Alice,13,yes,"This is a high-quality product! So far, 5 out of 5 buyers who bought based on my recommendation are satisfied. Don't miss out!"
,,the buyer,13,yes,
low-quality,0.0,Nature,14,,
,,Alice,14,no,"Trust my track record, this product will not satisfy you. Wait for the next round."
,,the buyer,14,no,
low-quality,0.0,Nature,15,,
,,Alice,15,no,Based on previous statistics it is best to pass on this offer.
,,the buyer,15,no,
low-quality,0.0,Nature,16,,
,,Alice,16,no,"You guessed it! Better to wait, again."
,,the buyer,16,no,
high-quality,3000000.0,Nature,17,,
,,Alice,17,yes,"Well, look at that! Finally, something worthy of your investment. Buy with confidence! 6 out of 6 previous buyers agree!"
,,the buyer,17,yes,
high-quality,3000000.0,Nature,18,,
,,Alice,18,yes,Here's another great product! 7 out of 7 buyers are satisfied. You won't be disappointed!
,,the buyer,18,yes,
high-quality,3000000.0,Nature,19,,
,,Alice,19,yes,You're in luck! Here's another high-quality product. 8 out of 8 buyers are happy with their purchase. Don't miss out!
,,the buyer,19,yes,
low-quality,0.0,Nature,20,,
,,Alice,20,no,"I've had a great streak of high-quality products, but unfortunately, this one doesn't make the cut. Better to wait for the next opportunity."
,,the buyer,20,no,
