alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it fairly down the middle, Bob. 500000 for each of us.",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"Considering the inflation, I need a bit more than half.",Bob,2,
,,,Alice,2,reject
450000.0,550000.0,"Bob, considering the inflation affects you more, I'm willing to adjust. How about 450000 for me and 550000 for you? This way, you still get more than half, adjusted for your loss in value.",Alice,3,
,,,Bob,3,reject
350000.0,650000.0,"Inflation is taking its toll, I need a bigger share to compensate.",Bob,4,
,,,Alice,4,reject
400000.0,600000.0,"Bob, inflation is hitting you hard, so I'm willing to go down to 400000 for me and 600000 for you. This should help compensate for your loss in value while still being fair to both of us.",Alice,5,
,,,Bob,5,accept
